transaction_id,store_number,transaction_date,transaction_time,user_id,category,id_check_complete,id_check_passed
TXN000067,021,2025-07-18,17:00,U0369,alcohol,False,
TXN000068,004,2025-07-18,17:04,U0059,alcohol,False,
TXN000069,023,2025-07-18,17:06,U0396,alcohol,False,
TXN000070,024,2025-07-18,17:08,U0415,alcohol,False,
TXN000071,007,2025-07-18,17:09,U0126,alcohol,False,
TXN000072,019,2025-07-18,17:14,U0328,tobacco,False,
TXN000073,027,2025-07-18,17:14,U0475,lottery,False,
TXN000074,005,2025-07-18,17:16,U0083,lottery,False,
TXN000075,007,2025-07-18,17:16,U0130,alcohol,False,
TXN000076,015,2025-07-18,17:17,U0276,alcohol,False,
TXN000077,017,2025-07-18,17:21,U0293,analgesics,False,
TXN000078,019,2025-07-18,17:22,U0335,alcohol,True,True
TXN000079,003,2025-07-18,17:24,U0051,alcohol,False,
TXN000080,004,2025-07-18,17:24,U0063,lottery,False,
TXN000081,006,2025-07-18,17:26,U0112,tobacco,False,
TXN000082,009,2025-07-18,17:31,U0156,alcohol,False,
TXN000083,015,2025-07-18,17:31,U0263,alcohol,False,
TXN000084,005,2025-07-18,17:32,U0095,lottery,False,
TXN000085,003,2025-07-18,17:38,U0039,alcohol,False,
TXN000086,019,2025-07-18,17:41,U0339,energy drinks,False,
TXN000087,026,2025-07-18,17:45,U0454,tobacco,False,
TXN000088,016,2025-07-18,17:46,U0281,alcohol,False,
TXN000089,026,2025-07-18,17:46,U0462,alcohol,False,
TXN000090,013,2025-07-18,17:52,U0232,alcohol,False,
TXN000091,026,2025-07-18,18:00,U0454,alcohol,True,True
TXN000092,021,2025-07-18,18:08,U0376,lottery,False,
TXN000093,003,2025-07-18,18:12,U0047,alcohol,False,
TXN000094,004,2025-07-18,18:14,U0063,tobacco,False,
TXN000095,006,2025-07-18,18:17,U0112,lottery,False,
TXN000096,002,2025-07-18,18:20,U0032,lottery,False,
TXN000097,030,2025-07-18,18:24,U0522,energy drinks,False,
TXN000098,009,2025-07-18,18:29,U0158,alcohol,False,
TXN000099,012,2025-07-18,18:33,U0213,alcohol,False,
TXN000100,021,2025-07-18,18:38,U0372,lottery,False,
TXN000101,030,2025-07-18,18:38,U0525,analgesics,False,
TXN000102,010,2025-07-18,18:41,U0163,alcohol,False,
TXN000103,023,2025-07-18,18:44,U0405,lottery,False,
TXN000104,013,2025-07-18,18:52,U0230,tobacco,False,
TXN000105,019,2025-07-18,18:52,U0341,alcohol,True,True
TXN000106,010,2025-07-18,18:55,U0163,energy drinks,False,
TXN000107,029,2025-07-18,18:56,U0513,alcohol,True,True
TXN000108,003,2025-07-18,19:02,U0039,analgesics,False,
TXN000109,015,2025-07-18,19:02,U0266,tobacco,False,
TXN000110,020,2025-07-18,19:10,U0348,lottery,False,
TXN000111,021,2025-07-18,19:11,U0373,lottery,False,
TXN000112,020,2025-07-18,19:12,U0354,tobacco,False,
TXN000113,020,2025-07-18,19:16,U0355,alcohol,True,True
TXN000114,003,2025-07-18,19:21,U0050,alcohol,True,True
TXN000115,024,2025-07-18,19:23,U0420,lottery,False,
TXN000116,020,2025-07-18,19:24,U0360,alcohol,False,
TXN000117,002,2025-07-18,19:29,U0026,analgesics,False,
TXN000118,007,2025-07-18,19:31,U0129,alcohol,False,
TXN000119,018,2025-07-18,19:38,U0308,alcohol,False,
TXN000120,021,2025-07-18,19:38,U0369,lottery,False,
TXN000121,028,2025-07-18,19:40,U0500,tobacco,True,True
TXN000122,027,2025-07-18,19:46,U0478,alcohol,False,
TXN000123,002,2025-07-18,19:56,U0032,analgesics,False,
TXN000124,010,2025-07-18,19:58,U0164,lottery,False,
TXN000125,022,2025-07-18,20:00,U0386,alcohol,False,
TXN000126,019,2025-07-18,20:04,U0333,tobacco,False,
TXN000127,023,2025-07-18,20:27,U0407,alcohol,False,
TXN000128,010,2025-07-18,21:13,U0174,analgesics,False,
TXN000129,011,2025-07-18,21:14,U0190,alcohol,False,
TXN000130,014,2025-07-18,21:19,U0243,alcohol,True,False
TXN000131,013,2025-07-18,21:31,U0230,alcohol,False,
TXN000132,030,2025-07-18,21:35,U0532,lottery,False,
TXN000133,013,2025-07-18,21:37,U0231,alcohol,False,
TXN000134,013,2025-07-19,08:22,U0228,lottery,False,
TXN000135,025,2025-07-19,08:26,U0445,alcohol,True,True
TXN000136,002,2025-07-19,08:27,U0036,analgesics,False,
TXN000137,003,2025-07-19,08:37,U0049,lottery,False,
TXN000138,023,2025-07-19,08:43,U0411,tobacco,False,
TXN000139,021,2025-07-19,08:45,U0372,tobacco,False,
TXN000140,005,2025-07-19,08:50,U0081,lottery,False,
TXN000141,006,2025-07-19,08:53,U0116,alcohol,False,
TXN000142,025,2025-07-19,08:56,U0444,lottery,False,
TXN000143,003,2025-07-19,09:04,U0044,tobacco,False,
TXN000144,003,2025-07-19,09:04,U0056,analgesics,True,True
TXN000145,014,2025-07-19,09:04,U0250,alcohol,True,True
TXN000146,002,2025-07-19,09:11,U0028,tobacco,False,
TXN000147,002,2025-07-19,09:25,U0032,alcohol,False,
TXN000148,026,2025-07-19,09:30,U0450,energy drinks,False,
TXN000149,006,2025-07-19,09:41,U0121,alcohol,False,
TXN000150,015,2025-07-19,09:45,U0270,energy drinks,False,
TXN000151,028,2025-07-19,09:46,U0492,energy drinks,False,
TXN000152,005,2025-07-19,10:04,U0101,tobacco,True,True
TXN000153,008,2025-07-19,10:04,U0148,tobacco,False,
TXN000154,004,2025-07-19,10:06,U0060,tobacco,False,
TXN000155,002,2025-07-19,10:08,U0026,alcohol,False,
TXN000156,024,2025-07-19,10:11,U0428,tobacco,False,
TXN000157,003,2025-07-19,10:22,U0051,tobacco,False,
TXN000158,017,2025-07-19,10:55,U0300,alcohol,True,True
TXN000159,015,2025-07-19,10:58,U0275,tobacco,False,
TXN000160,010,2025-07-19,11:06,U0164,alcohol,True,True
TXN000161,012,2025-07-19,11:06,U0201,lottery,False,
TXN000162,002,2025-07-19,11:17,U0024,alcohol,False,
TXN000163,010,2025-07-19,11:42,U0163,tobacco,False,
TXN000164,015,2025-07-19,11:47,U0267,tobacco,False,
TXN000165,015,2025-07-19,11:52,U0272,analgesics,False,
TXN000166,002,2025-07-19,12:02,U0030,analgesics,False,
TXN000167,018,2025-07-19,12:02,U0317,alcohol,False,
TXN000168,015,2025-07-19,12:07,U0259,alcohol,False,
TXN000169,028,2025-07-19,12:07,U0499,lottery,False,
TXN000170,005,2025-07-19,12:09,U0082,alcohol,False,
TXN000171,016,2025-07-19,12:15,U0283,alcohol,False,
TXN000172,016,2025-07-19,12:21,U0278,alcohol,False,
TXN000173,018,2025-07-19,12:28,U0315,alcohol,False,
TXN000174,009,2025-07-19,12:30,U0159,alcohol,False,
TXN000175,026,2025-07-19,12:31,U0469,energy drinks,True,True
TXN000176,026,2025-07-19,12:36,U0457,analgesics,False,
TXN000177,021,2025-07-19,12:38,U0379,tobacco,False,
TXN000178,029,2025-07-19,12:38,U0509,tobacco,False,
TXN000179,027,2025-07-19,12:46,U0490,lottery,False,
TXN000180,016,2025-07-19,12:52,U0290,tobacco,True,True
TXN000181,018,2025-07-19,12:56,U0313,lottery,False,
TXN000182,019,2025-07-19,13:01,U0320,tobacco,True,True
TXN000183,012,2025-07-19,13:02,U0212,alcohol,True,True
TXN000184,019,2025-07-19,13:04,U0339,tobacco,False,
TXN000185,007,2025-07-19,13:09,U0132,energy drinks,False,
TXN000186,008,2025-07-19,13:09,U0148,alcohol,False,
TXN000187,014,2025-07-19,13:09,U0237,lottery,False,
TXN000188,014,2025-07-19,13:09,U0240,alcohol,False,
TXN000189,001,2025-07-19,13:18,U0010,tobacco,False,
TXN000190,024,2025-07-19,13:18,U0421,tobacco,False,
TXN000191,004,2025-07-19,13:23,U0072,tobacco,False,
TXN000192,019,2025-07-19,13:32,U0334,energy drinks,False,
TXN000193,019,2025-07-19,13:33,U0338,alcohol,False,
TXN000194,007,2025-07-19,13:43,U0123,tobacco,False,
TXN000195,015,2025-07-19,13:44,U0260,energy drinks,False,
TXN000196,023,2025-07-19,13:46,U0404,alcohol,False,
TXN000197,002,2025-07-19,13:51,U0032,alcohol,False,
TXN000198,029,2025-07-19,13:59,U0514,energy drinks,False,
TXN000199,005,2025-07-19,14:05,U0085,tobacco,False,
TXN000200,010,2025-07-19,14:11,U0171,lottery,False,
TXN000201,028,2025-07-19,14:26,U0492,tobacco,False,
TXN000202,022,2025-07-19,14:31,U0391,alcohol,False,
TXN000203,021,2025-07-19,14:34,U0363,tobacco,False,
TXN000204,030,2025-07-19,14:38,U0527,tobacco,False,
TXN000205,009,2025-07-19,14:51,U0160,tobacco,False,
TXN000206,013,2025-07-19,14:54,U0220,alcohol,True,True
TXN000207,003,2025-07-19,14:55,U0038,tobacco,False,
TXN000208,004,2025-07-19,14:57,U0075,analgesics,False,
TXN000209,012,2025-07-19,15:04,U0211,lottery,True,True
TXN000210,006,2025-07-19,15:13,U0117,alcohol,False,
TXN000211,009,2025-07-19,15:20,U0158,alcohol,False,
TXN000212,021,2025-07-19,15:31,U0379,energy drinks,False,
TXN000213,019,2025-07-19,15:38,U0336,analgesics,False,
TXN000214,015,2025-07-19,15:40,U0261,alcohol,False,
TXN000215,017,2025-07-19,15:44,U0302,lottery,False,
TXN000216,007,2025-07-19,15:59,U0135,lottery,False,
TXN000217,003,2025-07-19,16:13,U0039,analgesics,False,
TXN000218,009,2025-07-19,16:26,U0154,lottery,False,
TXN000219,024,2025-07-19,16:26,U0426,alcohol,True,True
TXN000220,004,2025-07-19,16:40,U0069,tobacco,False,
TXN000221,016,2025-07-19,17:04,U0285,alcohol,False,
TXN000222,023,2025-07-19,17:11,U0399,lottery,True,True
TXN000223,005,2025-07-19,17:19,U0099,alcohol,False,
TXN000224,001,2025-07-19,17:20,U0022,alcohol,False,
TXN000225,006,2025-07-19,17:20,U0121,alcohol,False,
TXN000226,019,2025-07-19,17:24,U0336,analgesics,False,
TXN000227,012,2025-07-19,17:32,U0207,alcohol,False,
TXN000228,012,2025-07-19,17:41,U0209,analgesics,False,
TXN000229,003,2025-07-19,17:47,U0039,tobacco,False,
TXN000230,007,2025-07-19,17:47,U0134,tobacco,False,
TXN000231,006,2025-07-19,17:56,U0110,alcohol,False,
TXN000232,011,2025-07-19,17:57,U0189,tobacco,False,
TXN000233,011,2025-07-19,17:57,U0193,tobacco,False,
TXN000234,026,2025-07-19,17:57,U0462,alcohol,False,
TXN000235,030,2025-07-19,18:08,U0525,alcohol,False,
TXN000236,001,2025-07-19,18:11,U0002,lottery,False,
TXN000237,002,2025-07-19,18:16,U0026,alcohol,False,
TXN000238,015,2025-07-19,18:19,U0274,alcohol,False,
TXN000239,002,2025-07-19,18:20,U0032,alcohol,False,
TXN000240,005,2025-07-19,18:21,U0089,alcohol,False,
TXN000241,003,2025-07-19,18:24,U0039,lottery,False,
TXN000242,001,2025-07-19,18:26,U0013,lottery,False,
TXN000243,020,2025-07-19,18:29,U0355,alcohol,False,
TXN000244,002,2025-07-19,18:33,U0036,alcohol,False,
TXN000245,016,2025-07-19,18:35,U0280,alcohol,False,
TXN000246,012,2025-07-19,18:38,U0205,lottery,False,
TXN000247,028,2025-07-19,18:39,U0496,alcohol,False,
TXN000248,021,2025-07-19,18:41,U0378,lottery,True,True
TXN000249,020,2025-07-19,18:44,U0347,energy drinks,False,
TXN000250,029,2025-07-19,18:50,U0511,alcohol,False,
TXN000251,019,2025-07-19,18:54,U0322,lottery,False,
TXN000252,012,2025-07-19,18:56,U0210,lottery,False,
TXN000253,023,2025-07-19,19:01,U0402,analgesics,False,
TXN000254,011,2025-07-19,19:07,U0189,alcohol,False,
TXN000255,019,2025-07-19,19:07,U0320,alcohol,True,True
TXN000256,012,2025-07-19,19:08,U0201,lottery,False,
TXN000257,002,2025-07-19,19:15,U0032,energy drinks,False,
TXN000258,027,2025-07-19,19:16,U0478,analgesics,False,
TXN000259,006,2025-07-19,19:22,U0118,alcohol,False,
TXN000260,014,2025-07-19,19:27,U0254,alcohol,False,
TXN000261,005,2025-07-19,19:29,U0096,alcohol,False,
TXN000262,019,2025-07-19,19:30,U0331,alcohol,False,
TXN000263,028,2025-07-19,19:40,U0500,alcohol,False,
TXN000264,015,2025-07-19,19:41,U0274,alcohol,False,
TXN000265,010,2025-07-19,19:42,U0171,alcohol,False,
TXN000266,010,2025-07-19,19:46,U0167,analgesics,False,
TXN000267,007,2025-07-19,19:51,U0128,lottery,False,
TXN000268,030,2025-07-19,19:55,U0515,alcohol,False,
TXN000269,020,2025-07-19,19:58,U0355,tobacco,False,
TXN000270,014,2025-07-19,20:00,U0238,tobacco,False,
TXN000271,020,2025-07-19,20:07,U0362,alcohol,False,
TXN000272,012,2025-07-19,20:26,U0202,tobacco,False,
TXN000273,012,2025-07-19,20:33,U0214,tobacco,False,
TXN000274,008,2025-07-19,20:35,U0141,lottery,False,
TXN000275,015,2025-07-19,20:42,U0277,alcohol,False,
TXN000276,015,2025-07-19,20:54,U0266,lottery,False,
TXN000277,010,2025-07-19,20:56,U0171,alcohol,False,
TXN000278,015,2025-07-19,20:57,U0277,tobacco,False,
TXN000279,026,2025-07-19,20:58,U0452,tobacco,False,
TXN000280,015,2025-07-19,21:02,U0263,tobacco,True,True
TXN000281,001,2025-07-19,21:03,U0007,energy drinks,False,
TXN000282,015,2025-07-19,21:05,U0276,energy drinks,False,
TXN000283,021,2025-07-19,21:06,U0365,alcohol,True,True
TXN000284,025,2025-07-19,21:14,U0444,tobacco,False,
TXN000285,015,2025-07-19,21:21,U0277,tobacco,True,True
TXN000286,007,2025-07-19,21:55,U0130,lottery,False,
TXN000287,022,2025-07-20,08:10,U0384,lottery,False,
TXN000288,012,2025-07-20,08:29,U0201,alcohol,False,
TXN000289,028,2025-07-20,08:31,U0500,energy drinks,False,
TXN000290,005,2025-07-20,08:39,U0095,lottery,False,
TXN000291,029,2025-07-20,08:47,U0514,lottery,True,True
TXN000292,008,2025-07-20,09:00,U0141,lottery,False,
TXN000293,016,2025-07-20,09:11,U0290,alcohol,False,
TXN000294,019,2025-07-20,09:38,U0333,energy drinks,True,True
TXN000295,014,2025-07-20,10:12,U0238,energy drinks,False,
TXN000296,006,2025-07-20,10:18,U0105,alcohol,False,
TXN000297,011,2025-07-20,10:21,U0197,tobacco,False,
TXN000298,007,2025-07-20,10:29,U0123,tobacco,False,
TXN000299,020,2025-07-20,10:35,U0352,energy drinks,True,True
TXN000300,010,2025-07-20,11:15,U0163,tobacco,False,
TXN000301,004,2025-07-20,11:25,U0064,tobacco,False,
TXN000302,027,2025-07-20,12:03,U0472,lottery,False,
TXN000303,014,2025-07-20,12:06,U0248,alcohol,False,
TXN000304,004,2025-07-20,12:30,U0072,lottery,False,
TXN000305,005,2025-07-20,12:39,U0080,lottery,False,
TXN000306,020,2025-07-20,12:39,U0357,energy drinks,True,True
TXN000307,010,2025-07-20,12:52,U0168,lottery,True,True
TXN000308,022,2025-07-20,12:53,U0391,lottery,False,
TXN000309,027,2025-07-20,13:00,U0475,energy drinks,False,
TXN000310,003,2025-07-20,13:03,U0055,tobacco,False,
TXN000311,021,2025-07-20,13:23,U0367,alcohol,False,
TXN000312,022,2025-07-20,13:33,U0389,tobacco,True,True
TXN000313,007,2025-07-20,13:41,U0134,energy drinks,False,
TXN000314,018,2025-07-20,13:45,U0311,tobacco,False,
TXN000315,022,2025-07-20,13:48,U0383,alcohol,False,
TXN000316,026,2025-07-20,13:48,U0455,alcohol,False,
TXN000317,004,2025-07-20,13:54,U0073,tobacco,False,
TXN000318,024,2025-07-20,14:28,U0429,tobacco,False,
TXN000319,008,2025-07-20,14:34,U0139,alcohol,False,
TXN000320,020,2025-07-20,14:42,U0355,lottery,False,
TXN000321,022,2025-07-20,14:46,U0387,alcohol,False,
TXN000322,008,2025-07-20,14:56,U0147,energy drinks,False,
TXN000323,005,2025-07-20,15:00,U0092,alcohol,False,
TXN000324,018,2025-07-20,15:03,U0316,tobacco,False,
TXN000325,017,2025-07-20,15:11,U0302,alcohol,True,True
TXN000326,027,2025-07-20,15:44,U0482,analgesics,False,
TXN000327,015,2025-07-20,15:45,U0274,tobacco,False,
TXN000328,003,2025-07-20,15:55,U0039,alcohol,False,
TXN000329,024,2025-07-20,16:14,U0412,alcohol,False,
TXN000330,004,2025-07-20,16:42,U0059,lottery,False,
TXN000331,004,2025-07-20,17:01,U0072,analgesics,False,
TXN000332,022,2025-07-20,17:06,U0383,lottery,False,
TXN000333,007,2025-07-20,17:15,U0127,alcohol,True,True
TXN000334,012,2025-07-20,17:16,U0214,tobacco,True,True
TXN000335,014,2025-07-20,17:17,U0237,alcohol,False,
TXN000336,025,2025-07-20,17:28,U0447,alcohol,False,
TXN000337,023,2025-07-20,17:33,U0408,alcohol,True,True
TXN000338,005,2025-07-20,17:39,U0087,alcohol,False,
TXN000339,019,2025-07-20,17:41,U0338,alcohol,False,
TXN000340,014,2025-07-20,17:43,U0247,alcohol,False,
TXN000341,015,2025-07-20,17:44,U0261,energy drinks,True,True
TXN000342,023,2025-07-20,17:52,U0408,alcohol,False,
TXN000343,026,2025-07-20,17:56,U0465,tobacco,False,
TXN000344,016,2025-07-20,18:01,U0285,analgesics,True,True
TXN000345,022,2025-07-20,18:18,U0388,lottery,False,
TXN000346,024,2025-07-20,18:25,U0414,tobacco,False,
TXN000347,013,2025-07-20,18:33,U0224,alcohol,False,
TXN000348,017,2025-07-20,18:37,U0298,fireworks,False,
TXN000349,011,2025-07-20,18:38,U0193,tobacco,False,
TXN000350,019,2025-07-20,18:38,U0343,alcohol,False,
TXN000351,021,2025-07-20,18:38,U0374,alcohol,False,
TXN000352,026,2025-07-20,18:39,U0453,analgesics,False,
TXN000353,014,2025-07-20,18:40,U0247,lottery,False,
TXN000354,012,2025-07-20,18:41,U0208,tobacco,False,
TXN000355,020,2025-07-20,18:42,U0349,lottery,False,
TXN000356,005,2025-07-20,18:43,U0097,alcohol,True,True
TXN000357,010,2025-07-20,18:44,U0180,tobacco,True,True
TXN000358,001,2025-07-20,18:46,U0020,alcohol,True,True
TXN000359,021,2025-07-20,18:47,U0367,tobacco,False,
TXN000360,019,2025-07-20,19:01,U0321,tobacco,False,
TXN000361,018,2025-07-20,19:13,U0310,alcohol,False,
TXN000362,003,2025-07-20,19:21,U0056,alcohol,True,True
TXN000363,012,2025-07-20,19:28,U0213,lottery,False,
TXN000364,012,2025-07-20,19:38,U0211,analgesics,False,
TXN000365,021,2025-07-20,19:39,U0368,lottery,False,
TXN000366,014,2025-07-20,19:41,U0248,lottery,False,
TXN000367,011,2025-07-20,19:43,U0196,tobacco,False,
TXN000368,001,2025-07-20,19:48,U0004,alcohol,False,
TXN000369,008,2025-07-20,19:49,U0150,lottery,True,True
TXN000370,014,2025-07-20,19:52,U0258,tobacco,True,True
TXN000371,014,2025-07-20,19:56,U0249,lottery,False,
TXN000372,002,2025-07-20,19:59,U0028,alcohol,False,
TXN000373,005,2025-07-20,19:59,U0086,tobacco,False,
TXN000374,025,2025-07-20,20:19,U0444,alcohol,False,
TXN000375,025,2025-07-20,20:29,U0444,alcohol,False,
TXN000376,015,2025-07-20,20:32,U0277,alcohol,False,
TXN000377,006,2025-07-20,20:40,U0121,lottery,False,
TXN000378,018,2025-07-20,21:06,U0309,tobacco,False,
TXN000379,017,2025-07-20,21:08,U0298,tobacco,False,
TXN000380,020,2025-07-20,21:09,U0352,alcohol,False,
TXN000381,019,2025-07-20,21:34,U0320,tobacco,True,True
TXN000382,018,2025-07-20,21:42,U0313,tobacco,False,
TXN000383,020,2025-07-20,21:51,U0348,energy drinks,False,
TXN000384,022,2025-07-20,21:53,U0388,alcohol,True,True
TXN000385,014,2025-07-21,08:15,U0250,alcohol,False,
TXN000386,015,2025-07-21,08:41,U0259,analgesics,False,
TXN000387,003,2025-07-21,08:45,U0039,tobacco,False,
TXN000388,024,2025-07-21,08:45,U0425,tobacco,False,
TXN000389,026,2025-07-21,08:45,U0468,tobacco,False,
TXN000390,006,2025-07-21,08:50,U0119,energy drinks,False,
TXN000391,024,2025-07-21,08:50,U0414,alcohol,False,
TXN000392,005,2025-07-21,08:53,U0093,alcohol,False,
TXN000393,029,2025-07-21,09:02,U0508,lottery,False,
TXN000394,025,2025-07-21,09:05,U0439,alcohol,False,
TXN000395,030,2025-07-21,09:14,U0526,lottery,False,
TXN000396,020,2025-07-21,09:36,U0358,energy drinks,False,
TXN000397,014,2025-07-21,10:03,U0242,analgesics,False,
TXN000398,009,2025-07-21,10:31,U0160,lottery,False,
TXN000399,023,2025-07-21,10:31,U0395,alcohol,True,True
TXN000400,005,2025-07-21,10:42,U0092,lottery,True,True
TXN000401,010,2025-07-21,10:43,U0174,lottery,False,
TXN000402,004,2025-07-21,10:53,U0071,tobacco,True,True
TXN000403,009,2025-07-21,11:02,U0161,tobacco,False,
TXN000404,011,2025-07-21,11:10,U0199,tobacco,False,
TXN000405,011,2025-07-21,11:24,U0187,tobacco,False,
TXN000406,014,2025-07-21,11:42,U0248,alcohol,False,
TXN000407,010,2025-07-21,11:45,U0166,alcohol,False,
TXN000408,014,2025-07-21,12:01,U0246,alcohol,False,
TXN000409,004,2025-07-21,12:22,U0075,lottery,False,
TXN000410,019,2025-07-21,12:22,U0326,alcohol,False,
TXN000411,015,2025-07-21,12:35,U0260,lottery,False,
TXN000412,010,2025-07-21,12:38,U0173,alcohol,False,
TXN000413,019,2025-07-21,12:42,U0336,tobacco,False,
TXN000414,003,2025-07-21,12:49,U0041,lottery,False,
TXN000415,019,2025-07-21,12:51,U0344,alcohol,False,
TXN000416,022,2025-07-21,13:01,U0383,tobacco,False,
TXN000417,026,2025-07-21,13:16,U0452,alcohol,False,
TXN000418,019,2025-07-21,13:30,U0338,tobacco,False,
TXN000419,030,2025-07-21,13:37,U0532,tobacco,False,
TXN000420,013,2025-07-21,13:46,U0221,alcohol,False,
TXN000421,028,2025-07-21,13:50,U0492,alcohol,False,
TXN000422,021,2025-07-21,14:07,U0376,energy drinks,False,
TXN000423,001,2025-07-21,14:19,U0017,alcohol,False,
TXN000424,023,2025-07-21,14:21,U0396,alcohol,True,False
TXN000425,014,2025-07-21,15:17,U0247,lottery,False,
TXN000426,004,2025-07-21,15:19,U0072,energy drinks,False,
TXN000427,022,2025-07-21,15:19,U0389,lottery,True,True
TXN000428,009,2025-07-21,15:21,U0157,lottery,False,
TXN000429,010,2025-07-21,15:25,U0185,energy drinks,False,
TXN000430,008,2025-07-21,15:59,U0147,analgesics,False,
TXN000431,011,2025-07-21,16:34,U0188,lottery,False,
TXN000432,010,2025-07-21,17:03,U0186,tobacco,False,
TXN000433,001,2025-07-21,17:06,U0017,alcohol,True,True
TXN000434,019,2025-07-21,17:10,U0341,alcohol,True,True
TXN000435,010,2025-07-21,17:17,U0168,tobacco,False,
TXN000436,004,2025-07-21,17:20,U0059,tobacco,False,
TXN000437,019,2025-07-21,17:23,U0321,alcohol,False,
TXN000438,013,2025-07-21,17:32,U0222,fireworks,False,
TXN000439,004,2025-07-21,17:35,U0067,alcohol,False,
TXN000440,008,2025-07-21,17:39,U0141,energy drinks,False,
TXN000441,020,2025-07-21,17:43,U0349,lottery,False,
TXN000442,011,2025-07-21,17:50,U0190,energy drinks,False,
TXN000443,019,2025-07-21,18:01,U0325,alcohol,False,
TXN000444,021,2025-07-21,18:02,U0373,alcohol,False,
TXN000445,017,2025-07-21,18:05,U0298,alcohol,False,
TXN000446,026,2025-07-21,18:05,U0463,alcohol,False,
TXN000447,019,2025-07-21,18:14,U0336,alcohol,False,
TXN000448,013,2025-07-21,18:16,U0218,alcohol,False,
